"","PLAYER","PTS","X3PM","X3PA","X3P.","FTM","FTA","FT.","REB","AST","POS"
"913","Devonte' Graham",4.7,0.7,2.6,28.1,0.8,1,76.1,1.4,2.6,"G"
"922","Ish Smith",8.9,0.8,2.4,32.6,0.8,1.1,75.8,2.6,3.6,"G"
"932","Eric Bledsoe",15.9,1.6,4.8,32.9,2.3,3,75,4.6,5.5,"G"
"942","Grayson Allen",5.6,0.8,2.6,32.3,1.2,1.6,75,0.6,0.7,"G"
"952","Tyler Johnson",10.9,1.6,4.6,34.6,1.7,2.2,74.8,3,2.9,"G"
"962","Garrett Temple",7.8,1.2,3.5,34.1,1.1,1.4,74.8,2.9,1.4,"G"
"972","Damyean Dotson",10.7,1.7,4.7,36.8,1,1.3,74.5,3.6,1.8,"G"
"982","Elfrid Payton",10.6,0.8,2.5,31.4,1.3,1.8,74.3,5.2,7.6,"G"
"992","Frank Jackson",8.1,0.9,2.8,31.4,0.9,1.2,74,2.2,1.1,"G"
"1002","Dwayne Bacon",7.3,0.9,2,43.7,0.8,1.1,73.9,2.1,1.1,"G"
"1013","Tony Parker",9.5,0.2,0.9,25.5,1.6,2.2,73.4,1.5,3.7,"G"
"1022","Allen Crabbe",9.6,2.3,6,37.8,1,1.3,73.2,3.4,1.1,"G"
"1032","Victor Oladipo",18.8,2.1,6,34.3,2.9,3.9,73,5.6,5.2,"G"
"1042","Josh Okogie",7.7,0.8,2.9,27.9,1.6,2.2,72.8,2.9,1.2,"G"
"1052","Wayne Selden",6.9,0.7,2.3,31.6,0.9,1.2,72.8,2.4,1.5,"G"
"1062","De'Aaron Fox",17.3,1.1,2.9,37.1,3.7,5.1,72.7,3.8,7.3,"G"
"1072","Kent Bazemore",11.6,1.4,4.5,32,1.9,2.6,72.6,3.9,2.3,"G"
"1082","Jalen Brunson",9.3,0.9,2.5,34.8,1.2,1.6,72.5,2.3,3.2,"G"
"1092","Rodney McGruder",7.6,1.2,3.4,35.1,0.8,1.1,72.2,3.6,1.7,"G"
"1102","Corey Brewer",4.9,0.5,1.4,31.8,1,1.4,72.1,2.5,1.3,"G"
"1113","Tyreke Evans",10.2,1.1,3.1,35.6,1.7,2.3,71.9,2.9,2.4,"G"
"1122","Luka Doncic",21.2,2.3,7.1,32.7,4.8,6.7,71.3,7.8,6,"G"
"1132","Dwyane Wade",15,1.2,3.6,33,2.3,3.2,70.8,4,4.2,"G"
"1142","Evan Turner",6.8,0.2,0.7,21.2,1,1.5,70.8,4.5,3.9,"G"
"1152","J.J. Barea",10.9,1,3.4,29.7,1.4,2.1,70.5,2.5,5.6,"G"
"1162","Andrew Wiggins",18.1,1.6,4.8,33.9,2.8,4.1,69.9,4.8,2.5,"G"
"1172","John Wall",20.7,1.6,5.3,30.2,3.8,5.5,69.7,3.6,8.7,"G"
"1182","MarShon Brooks",6.6,0.5,1.9,27.8,0.8,1.1,69.7,1.6,0.9,"G"
"1192","Chasson Randle",5.5,0.9,2.3,40,0.9,1.3,69.4,1.1,2,"G"
"1202","Caris LeVert",13.7,1.2,3.9,31.2,2.1,3.1,69.1,3.8,3.9,"G"
"1213","Shelvin Mack",7.5,0.8,2.3,35.4,1,1.5,69,1.8,3.2,"G"
"1222","Josh Hart",7.8,1.4,4.1,33.6,0.8,1.2,68.8,3.7,1.4,"G"
"1232","Lance Stephenson",7.2,1.1,2.9,37.1,0.7,1.1,68.5,3.2,2.1,"G"
"1241","Frank Mason",5.1,0.4,1.7,21.9,1,1.5,68.4,1.1,2.2,"G"
"1252","David Nwaba",6.5,0.5,1.5,32,1.1,1.7,68.2,3.2,1.1,"G"
"1262","Shaquille Harrison",6.5,0.3,1.2,27,1.1,1.7,66.7,3,1.9,"G"
"1271","Jaylen Brown",13,1.3,3.7,34.4,1.8,2.7,65.8,4.2,1.4,"G"
"1281","Antonio Blakeney",7.3,0.6,1.6,39.6,0.9,1.3,65.8,1.9,0.7,"G"
"1292","Russell Westbrook",22.9,1.6,5.6,29,4.1,6.2,65.6,11.1,10.7,"G"
"1302","Dennis Smith Jr.",13.6,1.3,3.9,32.2,1.9,2.9,63.5,2.9,4.8,"G"
"1313","Justise Winslow",12.6,1.5,3.9,37.5,1.3,2.1,62.8,5.4,4.3,"G"
"1322","Tyler Dorsey",6.2,0.9,2.8,33.3,0.8,1.3,62.3,2.4,1.2,"G"
"1332","Hamidou Diallo",3.7,0.1,0.5,16.7,0.7,1.2,61,1.9,0.3,"G"
"1342","Derrick Jones Jr.",7,0.5,1.5,30.8,1.2,2,60.7,4,0.6,"G"
"1352","Michael Carter-Williams",4.8,0.4,1.4,26.3,1.1,1.9,60.4,2.5,2.5,"G"
"1362","Andre Iguodala",5.7,0.7,2.1,33.3,0.6,1,58.2,3.7,3.2,"G"
"1372","Austin Rivers",8.1,1.4,4.3,31.8,0.7,1.3,52.6,2.1,2.2,"G"
"1382","Dion Waiters",12,2.5,6.6,37.7,0.5,1,50,2.6,2.8,"G"
"1392","Lonzo Ball",9.9,1.6,4.9,32.9,0.4,1,41.7,5.3,5.4,"G"
"1402","Danilo Gallinari",19.8,2.4,5.5,43.3,5.4,6,90.4,6.1,2.6,"F"
"1412","Kevin Love",17,2.4,6.7,36.1,4.7,5.2,90.4,10.9,2.2,"F"
"1442","Jeff Green",12.3,1.4,4.2,34.7,2.4,2.7,88.8,4,1.8,"F"
"1452","Kevin Durant",26,1.8,5,35.3,5.7,6.5,88.5,6.4,5.9,"F"
"1462","Chandler Parsons",7.5,1.2,3.8,30.9,0.9,1,88,2.8,1.7,"F"
"1472","Dario Saric",10.6,1.5,4,36.5,1.6,1.9,88,5.6,1.6,"F"
"1492","Lauri Markkanen",18.7,2.3,6.4,36.1,3.3,3.8,87.2,9,1.4,"F"
"1501","Al-Farouq Aminu",9.4,1.2,3.5,34.3,1.9,2.1,86.7,7.5,1.3,"F"
"1512","Tobias Harris",20,1.9,4.8,39.7,3.2,3.7,86.6,7.9,2.8,"F"
"1551","Jayson Tatum",15.7,1.5,3.9,37.3,2.5,2.9,85.5,6,2.1,"F"
"1561","Aron Baynes",5.6,0.4,1.2,34.4,1,1.2,85.5,4.7,1.1,"F"
"1581","Kawhi Leonard",26.6,1.9,5,37.1,6.1,7.1,85.4,7.3,3.3,"F"
"1592","LaMarcus Aldridge",21.3,0.1,0.5,23.8,4.3,5.1,84.7,9.2,2.4,"F"
"1602","Nikola Mirotic",15.2,2.5,6.9,36.5,2.3,2.7,84.7,7.4,1.2,"F"
"1613","Marcus Morris Sr.",13.9,1.9,5.2,37.5,1.9,2.3,84.4,6.1,1.5,"F"
"1621","Bruno Caboclo",8.3,1.4,3.8,36.9,1.2,1.5,84,4.6,1.5,"F"
"1631","Paul George",28,3.8,9.8,38.6,5.9,7,83.9,8.2,4.1,"F"
"1642","Khris Middleton",18.3,2.3,6.2,37.8,2.8,3.4,83.7,6,4.3,"F"
"1652","Doug McDermott",7.3,1.1,2.7,40.8,0.9,1,83.5,1.4,0.9,"F"
"1662","Gordon Hayward",11.5,1.1,3.2,33.3,2.2,2.6,83.4,4.5,3.4,"F"
"1702","Luke Kornet",7,1.5,4.2,36.3,0.8,1,82.6,2.9,1.2,"F"
"1712","Ersan Ilyasova",6.8,0.9,2.4,36.3,0.9,1.1,82.4,4.5,0.8,"F"
"1722","Harrison Barnes",16.4,2.3,5.7,39.5,3,3.6,82.4,4.7,1.5,"F"
"1731","Mike Muscala",7,1.4,4,34.8,1.1,1.3,82.4,3.8,1.2,"F"
"1752","Kelly Olynyk",10,1.4,4,35.4,1.9,2.3,82.2,4.7,1.8,"F"
"1761","Al Horford",13.6,1.1,3,36,1.1,1.4,82.1,6.7,4.2,"F"
"1772","Taurean Prince",13.5,2.2,5.7,39,1.7,2.1,81.9,3.6,2.1,"F"
"1791","Rudy Gay",13.7,1.1,2.7,40.2,1.7,2.1,81.6,6.8,2.6,"F"
"1802","Wes Iwundu",5,0.4,1.2,36.7,1.2,1.5,81.6,2.7,1.1,"F"
"1812","Jonathan Isaac",9.6,1.1,3.5,32.3,1.5,1.8,81.5,5.5,1.1,"F"
"182","T.J. Warren",18,1.8,4.2,42.8,2.3,2.9,81.5,4,1.5,"F"
"1832","Otto Porter Jr.",13.9,1.9,4.6,40.6,1.4,1.7,81.3,5.6,2.1,"F"
"1852","Bojan Bogdanovic",18,2,4.8,42.5,3,3.8,80.7,4.1,2,"F"
"1872","Mikal Bridges",8.3,1.3,3.8,33.5,1.2,1.4,80.5,3.2,2.1,"F"
"1882","Joel Embiid",27.5,1.2,4.1,30,8.2,10.1,80.4,13.6,3.7,"F"
"1892","Jonas Jerebko",6.3,0.9,2.6,36.7,0.9,1.1,80,3.9,1.3,"F"
"190","Anthony Davis",25.9,0.9,2.6,33.1,6.1,7.7,79.4,12,3.9,"F"
"1913","Bobby Portis",14.2,1.5,3.8,39.3,1.5,1.9,79.4,8.1,1.4,"F"
"1921","Trevor Ariza",12.5,2.1,6.3,33.4,1.9,2.4,79.3,5.4,3.7,"F"
"1932","JaMychal Green",9.4,1.1,2.7,40.3,1.2,1.6,79.2,6.3,0.8,"F"
"1951","Darius Miller",8.2,1.9,5.3,36.5,0.8,1,78.9,1.9,2.1,"F"
"1961","Justin Jackson",7.2,1.1,3,35.5,0.8,1,78.5,2.6,1.2,"F"
"1972","Pascal Siakam",16.9,1,2.7,36.9,3,3.8,78.5,6.9,3.1,"F"
"1981","Maxi Kleber",6.8,1.1,3.1,35.3,0.8,1,78.4,4.6,1,"F"
"1992","Rodions Kurucs",8.5,0.9,2.9,31.5,1.1,1.5,78.3,3.9,0.8,"F"
"2002","Stanley Johnson",6.9,0.9,3.3,28.8,0.8,1,78.1,3.3,1.3,"F"
"2013","Dirk Nowitzki",7.3,1.3,4,31.2,0.8,1,78,3.1,0.7,"F"
"2022","Cedi Osman",13,1.7,4.9,34.8,1.9,2.4,77.9,4.7,2.6,"F"
"2032","Kelly Oubre Jr.",15.2,1.6,4.9,32,2.7,3.5,77.5,4.7,1.2,"F"
"2042","Michael Kidd-Gilchrist",6.7,0.3,0.7,34,1.5,1.9,77.2,3.8,1,"F"
"2052","Markieff Morris",9.4,1.2,3.5,33.5,1.2,1.6,77.2,4.6,1.4,"F"
"2062","Dwight Powell",10.6,0.5,1.6,30.7,2.5,3.3,77.2,5.3,1.5,"F"
"2072","Juancho Hernangomez",5.8,0.9,2.6,36.5,0.9,1.2,76.7,3.8,0.8,"F"
"2081","Marvin Williams",10.1,1.9,5.1,36.6,0.9,1.1,76.7,5.4,1.2,"F"
"2092","Jaren Jackson Jr.",13.8,0.9,2.4,35.9,2.6,3.4,76.6,4.7,1.1,"F"
"2101","Robert Covington",13.3,2.4,6.4,37.8,1.9,2.5,76.4,5.5,1.3,"F"
"2113","John Collins",19.5,0.9,2.6,34.8,3.3,4.4,76.3,9.8,2,"F"
"2121","Mario Hezonja",8.8,0.7,2.6,27.6,1.5,2,76.3,4.1,1.5,"F"
"2132","Serge Ibaka",15,0.7,2.3,29,1.8,2.4,76.3,8.1,1.3,"F"
"2141","Nemanja Bjelica",9.6,1.3,3.3,40.1,0.9,1.2,76.1,5.8,1.9,"F"
"2152","DeMarre Carroll",11.1,1.6,4.6,34.2,2.7,3.6,76,5.2,1.3,"F"
"2162","Taj Gibson",10.8,0.2,0.5,32.4,1.9,2.5,75.7,6.5,1.2,"F"
"217","Miles Bridges",7.5,0.8,2.5,32.5,0.7,1,75.3,4,1.2,"F"
"2181","Blake Griffin",24.5,2.5,7,36.2,5.5,7.3,75.3,7.5,5.4,"F"
"2191","Kyle Kuzma",18.7,1.8,6,30.3,2.7,3.6,75.2,5.5,2.5,"F"
"2213","Zach Collins",6.6,0.5,1.6,33.1,1.2,1.6,74.6,4.2,0.9,"F"
"2221","Jonathon Simmons",6.5,0.5,1.9,26.9,1.3,1.7,74.2,2.3,2.3,"F"
"2242","Frank Kaminsky",8.6,1.1,3,36,1.7,2.3,73.8,3.5,1.3,"F"
"2252","Daniel Theis",5.7,0.4,1,38.8,0.8,1.2,73.7,3.4,1,"F"
"2262","Myles Turner",13.3,1,2.6,38.8,2,2.7,73.6,7.2,1.6,"F"
"2282","Christian Wood",8.2,0.4,1.2,34.6,2,2.7,73.2,4,0.4,"F"
"2292","Aaron Gordon",16,1.6,4.4,34.9,2.4,3.2,73.1,7.4,3.7,"F"
"2302","Julius Randle",21.4,0.9,2.7,34.4,4.9,6.7,73.1,8.7,3.1,"F"
"2313","Giannis Antetokounmpo",27.7,0.7,2.8,25.6,6.9,9.5,72.9,12.5,5.9,"F"
"2332","Paul Millsap",12.6,0.8,2.3,36.5,2.6,3.6,72.7,7.2,2,"F"
"2362","Jae Crowder",11.9,2.2,6.5,33.1,1.8,2.5,72.1,4.8,1.7,"F"
"2372","Michael Beasley",7,0.1,0.7,17.6,1.1,1.5,71.8,2.3,1,"F"
"2381","Kevin Knox II",12.8,1.7,4.9,34.3,2.2,3,71.7,4.5,1.1,"F"
"2391","Larry Nance Jr.",9.4,0.5,1.5,33.7,1.4,2,71.6,8.2,3.2,"F"
"2402","James Ennis III",6.7,0.9,2.7,35.3,1,1.4,71.6,3.1,0.7,"F"
"2411","James Johnson",7.8,0.9,2.7,33.6,0.9,1.3,71.4,3.2,2.5,"F"
"2421","Luol Deng",7.1,0.6,2,31.8,1.1,1.6,71.4,3.3,0.8,"F"
"2442","Jabari Parker",14.5,1,3,31.3,2,2.9,71.2,6.6,2.4,"F"
"2452","Noah Vonleh",8.4,0.7,2,33.6,1.6,2.3,71.2,7.8,1.9,"F"
"2461","Marquese Chriss",4.2,0.4,1.7,22.2,0.7,1,71.1,3.3,0.5,"F"
"2472","Omari Spellman",5.9,1,2.8,34.4,0.7,1,71.1,4.2,1,"F"
"2482","Jerami Grant",13.6,1.4,3.7,39.2,2,2.8,71,5.2,1,"F"
"2491","Dorian Finney-Smith",7.5,1,3.1,31.1,0.9,1.3,70.9,4.8,1.2,"F"
"251","Joe Ingles",12.1,2.3,5.9,39.1,1.1,1.5,70.7,4,5.7,"F"
"2521","Jake Layman",7.6,0.8,2.5,32.6,0.7,1,70.4,3.1,0.7,"F"
"2542","Trey Lyles",8.5,0.8,3.1,25.5,1.3,1.8,69.8,3.8,1.4,"F"
"2552","Draymond Green",7.4,0.7,2.5,28.5,1,1.4,69.2,7.3,6.9,"F"
"2561","Marvin Bagley III",14.9,0.5,1.5,31.3,2.9,4.2,69.1,7.6,1,"F"
"2571","Derrick Favors",11.8,0.2,1,21.8,2,3,67.5,7.4,1.2,"F"
"258","Brandon Ingram",18.3,0.6,1.8,33,3.8,5.6,67.5,5.1,3,"F"
"259","Omri Casspi",6.3,0.4,1.2,34.9,1.1,1.6,67.2,3.2,0.7,"F"
"260","Josh Jackson",11.5,0.9,2.8,32.4,1.8,2.7,67.1,4.4,2.3,"F"
"261","Maurice Harkless",7.7,0.6,2,27.5,0.8,1.2,67.1,4.5,1.2,"F"
"262","Thon Maker",5,0.8,2.4,32,0.9,1.3,66.7,3.2,0.7,"F"
"2631","LeBron James",27.4,2,5.9,33.9,5.1,7.6,66.5,8.5,8.3,"F"
"2641","Kenneth Faried",10.4,0.2,0.7,32,1.7,2.7,64.6,6.8,0.5,"F"
"2651","Rondae Hollis-Jefferson",8.9,0.2,0.8,18.4,2,3.1,64.5,5.3,1.6,"F"
"266","Thaddeus Young",12.6,0.6,1.8,34.9,1.1,1.7,64.4,6.5,2.5,"F"
"2671","DeAndre' Bembry",8.4,0.6,2.1,28.9,1.1,1.7,64,4.4,2.5,"F"
"269","Alex Poythress",5.1,0.4,1.1,39.1,0.9,1.4,62.1,3.6,0.8,"F"
"270","Sam Dekker",6.1,0.4,1.3,30.6,0.6,1,60.9,3.1,1,"F"
"272","Dragan Bender",5,0.5,2.2,21.8,0.7,1.2,59.3,4,1.2,"F"
"2741","Kyle Anderson",8,0.2,0.8,26.5,0.9,1.5,57.8,5.8,3,"F"
"2751","D.J. Wilson",5.8,1,2.6,36.2,0.5,1,55.3,4.6,1.1,"F"
"2791","Brook Lopez",12.5,2.3,6.3,36.5,1.4,1.6,84.2,4.9,1.2,"C"
"2801","Karl-Anthony Towns",24.4,1.8,4.6,40,4.9,5.8,83.6,12.4,3.4,"C"
"281","Gorgui Dieng",6.4,0.3,0.7,33.9,1.2,1.4,83,4.1,0.9,"C"
"285","Nikola Jokic",20.1,1,3.4,30.7,3.6,4.4,82.1,10.8,7.3,"C"
"286","Dewayne Dedmon",10.8,1.3,3.4,38.2,1.4,1.8,81.4,7.5,1.4,"C"
"287","Moritz Wagner",4.8,0.5,1.8,28.6,1,1.2,81.1,2,0.6,"C"
"289","Wendell Carter Jr.",10.3,0.1,0.7,18.8,2,2.5,79.5,7,1.8,"C"
"290","Jonas Valanciunas",15.6,0.3,1,29.2,3,3.8,79.5,8.6,1.4,"C"
"292","Nikola Vucevic",20.8,1.1,2.9,36.4,2.2,2.8,78.9,12,3.8,"C"
"293","Enes Kanter",13.7,0.1,0.5,29.4,2.3,2.9,78.7,9.8,1.7,"C"
"294","Thomas Bryant",10.5,0.5,1.4,33.3,1.5,1.9,78.1,6.3,1.3,"C"
"299","Marc Gasol",13.6,1.3,3.5,36.3,2.4,3.2,75.9,7.9,4.4,"C"
"303","DeMarcus Cousins",16.3,0.9,3.2,27.4,3.5,4.8,73.6,8.2,3.6,"C"
"305","Jarrett Allen",10.9,0.1,0.6,13.3,2.5,3.5,70.9,8.4,1.4,"C"
"306","Willy Hernangomez",7.3,0.3,0.7,38.5,1.7,2.5,69.4,5.4,1,"C"
"307","Ian Mahinmi",4.1,0.1,0.5,18.8,1.2,1.8,68.9,3.8,0.7,"C"
"309","Alex Len",11.1,1,2.6,36.3,1.8,2.8,64.8,5.5,1.1,"C"
"311","Andre Drummond",17.3,0.1,0.5,13.2,3.1,5.2,59,15.6,1.4,"C"
"312","Mo Bamba",6.2,0.4,1.5,30,0.8,1.3,58.7,5,0.8,"C"
